minute,beta
2025-04-04 13:30:00+00:00,29.689453381073374
2025-04-04 13:31:00+00:00,29.689840178540155
2025-04-04 13:32:00+00:00,29.52000826650827
2025-04-04 13:33:00+00:00,29.573608976008956
2025-04-04 13:34:00+00:00,29.61903145935145
2025-04-04 13:35:00+00:00,29.597100672940652
2025-04-04 13:36:00+00:00,29.64292597876599
2025-04-04 13:37:00+00:00,29.311617348177357
2025-04-04 13:38:00+00:00,28.981081935081928
2025-04-04 13:39:00+00:00,28.252152928002932
2025-04-04 13:40:00+00:00,29.028004045604035
2025-04-04 13:41:00+00:00,28.641009366369364
2025-04-04 13:42:00+00:00,21.14036324821603
2025-04-04 13:43:00+00:00,16.058045902614836
2025-04-04 13:44:00+00:00,28.65765736277736
2025-04-04 13:45:00+00:00,28.668852957892955
2025-04-04 13:46:00+00:00,28.77298506698506
2025-04-04 13:47:00+00:00,28.889858086938087
2025-04-04 13:48:00+00:00,29.02855886439887
2025-04-04 13:49:00+00:00,29.20628379920379
2025-04-04 13:50:00+00:00,29.151497240337232
2025-04-04 13:51:00+00:00,29.180284537604518
2025-04-04 13:52:00+00:00,28.905517371707578
2025-04-04 13:53:00+00:00,29.17078865310865
2025-04-04 13:54:00+00:00,29.36600271450271
2025-04-04 13:55:00+00:00,29.030750615130614
2025-04-04 13:56:00+00:00,26.785878772439567
2025-04-04 13:57:00+00:00,24.38536915592259
2025-04-04 13:58:00+00:00,29.112682432602423
2025-04-04 13:59:00+00:00,16.48716127848883
2025-04-04 14:00:00+00:00,16.58785210826331
2025-04-04 14:01:00+00:00,29.267114469214462
2025-04-04 14:02:00+00:00,18.97458045780498
2025-04-04 14:03:00+00:00,29.198431169071153
2025-04-04 14:04:00+00:00,29.147587065667064
2025-04-04 14:05:00+00:00,29.112712453032447
2025-04-04 14:06:00+00:00,29.173844709844712
2025-04-04 14:07:00+00:00,29.14325746701746
2025-04-04 14:08:00+00:00,28.902753951805174
2025-04-04 14:09:00+00:00,28.98585892869892
2025-04-04 14:10:00+00:00,28.746695395035392
2025-04-04 14:11:00+00:00,22.940650099923722
2025-04-04 14:12:00+00:00,19.726878412736948
2025-04-04 14:13:00+00:00,28.49244573334572
2025-04-04 14:14:00+00:00,27.84850644693226
2025-04-04 14:15:00+00:00,28.613213676253675
2025-04-04 14:16:00+00:00,28.582659931619904
2025-04-04 14:17:00+00:00,21.09603652619058
2025-04-04 14:18:00+00:00,28.346688358487796
2025-04-04 14:19:00+00:00,28.063403190266335
2025-04-04 14:20:00+00:00,28.16310353012979
2025-04-04 14:21:00+00:00,28.563528314488313
2025-04-04 14:22:00+00:00,28.55892992288991
2025-04-04 14:23:00+00:00,28.583805048845033
2025-04-04 14:24:00+00:00,28.343377151117142
2025-04-04 14:25:00+00:00,19.44233246822721
2025-04-04 14:26:00+00:00,27.622915038202656
2025-04-04 14:27:00+00:00,27.970477073277085
2025-04-04 14:28:00+00:00,27.989816896156878
2025-04-04 14:29:00+00:00,27.952164964624952
2025-04-04 14:30:00+00:00,27.827328245148227
2025-04-04 14:31:00+00:00,27.957876916636895
2025-04-04 14:32:00+00:00,27.807952182932166
2025-04-04 14:33:00+00:00,27.332407433369465
2025-04-04 14:34:00+00:00,27.474644744084742
2025-04-04 14:35:00+00:00,24.29366123955298
2025-04-04 14:36:00+00:00,27.32008248932249
2025-04-04 14:37:00+00:00,27.232522348402355
2025-04-04 14:38:00+00:00,27.32092981242982
2025-04-04 14:39:00+00:00,26.188290485888896
2025-04-04 14:40:00+00:00,24.624310570742864
2025-04-04 14:41:00+00:00,27.034591429331428
2025-04-04 14:42:00+00:00,26.820977283197276
2025-04-04 14:43:00+00:00,26.92792554762554
2025-04-04 14:44:00+00:00,16.23598141583272
2025-04-04 14:45:00+00:00,26.820741942235593
2025-04-04 14:46:00+00:00,13.300789160970218
2025-04-04 14:47:00+00:00,26.213294637763223
2025-04-04 14:48:00+00:00,26.886888241888247
2025-04-04 14:49:00+00:00,22.532704689035512
2025-04-04 14:50:00+00:00,26.602714061254037
2025-04-04 14:51:00+00:00,26.46386777674778
2025-04-04 14:52:00+00:00,26.519814527034516
2025-04-04 14:53:00+00:00,26.93441085793085
2025-04-04 14:54:00+00:00,27.57863297155296
2025-04-04 14:55:00+00:00,27.308948647668633
2025-04-04 14:56:00+00:00,27.217630531990544
2025-04-04 14:57:00+00:00,26.46399514169818
2025-04-04 14:58:00+00:00,26.548923777362745
2025-04-04 14:59:00+00:00,27.581406556306543
2025-04-04 15:00:00+00:00,27.563665700605704
2025-04-04 15:01:00+00:00,27.34514735432736
2025-04-04 15:02:00+00:00,27.7891125066725
2025-04-04 15:03:00+00:00,27.754213915853928
2025-04-04 15:04:00+00:00,27.35713070812656
2025-04-04 15:05:00+00:00,28.084445301085278
2025-04-04 15:06:00+00:00,27.968045246605232
2025-04-04 15:07:00+00:00,27.933731965131958
2025-04-04 15:08:00+00:00,27.914389082329087
2025-04-04 15:09:00+00:00,27.825714564314563
2025-04-04 15:10:00+00:00,27.7416602699814
2025-04-04 15:11:00+00:00,27.838655355955357
2025-04-04 15:12:00+00:00,28.067563455343446
2025-04-04 15:13:00+00:00,27.72193773992706
2025-04-04 15:14:00+00:00,27.82372408801122
2025-04-04 15:15:00+00:00,14.918177904583077
2025-04-04 15:16:00+00:00,28.514363506383493
2025-04-04 15:17:00+00:00,28.503867429767446
2025-04-04 15:18:00+00:00,28.590183183663186
2025-04-04 15:19:00+00:00,28.67689520327521
2025-04-04 15:20:00+00:00,17.423904053880822
2025-04-04 15:21:00+00:00,28.670591627091614
2025-04-04 15:22:00+00:00,28.35618519971851
2025-04-04 15:23:00+00:00,28.51621756439427
2025-04-04 15:24:00+00:00,28.725791008302618
2025-04-04 15:25:00+00:00,28.9688408898809
2025-04-04 15:26:00+00:00,23.836972995920508
2025-04-04 15:27:00+00:00,28.444352312352297
2025-04-04 15:28:00+00:00,28.554084676344665
2025-04-04 15:29:00+00:00,28.562983773003776
2025-04-04 15:30:00+00:00,28.43224860100859
2025-04-04 15:31:00+00:00,28.451449517629523
2025-04-04 15:32:00+00:00,28.37291995323994
2025-04-04 15:33:00+00:00,28.144221540381537
2025-04-04 15:34:00+00:00,28.140283929863926
2025-04-04 15:35:00+00:00,28.125863034443032
2025-04-04 15:36:00+00:00,28.01850105958105
2025-04-04 15:37:00+00:00,28.01056700832701
2025-04-04 15:38:00+00:00,28.005191195131204
2025-04-04 15:39:00+00:00,28.245864317964323
2025-04-04 15:40:00+00:00,27.970116871543276
2025-04-04 15:41:00+00:00,27.833063284390526
2025-04-04 15:42:00+00:00,27.93161728065727
2025-04-04 15:43:00+00:00,16.587853858977404
2025-04-04 15:44:00+00:00,28.256271986042556
2025-04-04 15:45:00+00:00,16.246630128400348
2025-04-04 15:46:00+00:00,16.58520147865973
2025-04-04 15:47:00+00:00,28.490350108330105
2025-04-04 15:48:00+00:00,28.498166688546693
2025-04-04 15:49:00+00:00,28.48786632292632
2025-04-04 15:50:00+00:00,28.471063222983215
2025-04-04 15:51:00+00:00,28.48815333569333
2025-04-04 15:52:00+00:00,28.682586745046738
2025-04-04 15:53:00+00:00,28.619542002161992
2025-04-04 15:54:00+00:00,28.66758095362097
2025-04-04 15:55:00+00:00,28.590610349830353
2025-04-04 15:56:00+00:00,28.467426096353993
2025-04-04 15:57:00+00:00,28.690478872492267
2025-04-04 15:58:00+00:00,16.51450727394824
2025-04-04 15:59:00+00:00,28.4659134872471
2025-04-04 16:00:00+00:00,28.51904523570524
2025-04-04 16:01:00+00:00,28.27342119405492
2025-04-04 16:02:00+00:00,28.448438175406764
2025-04-04 16:03:00+00:00,28.334315197190158
2025-04-04 16:04:00+00:00,28.25176881539238
2025-04-04 16:05:00+00:00,28.521105745045727
2025-04-04 16:06:00+00:00,28.801195728595705
2025-04-04 16:07:00+00:00,28.562297102092376
2025-04-04 16:08:00+00:00,28.761615152295143
2025-04-04 16:09:00+00:00,28.7512365131765
2025-04-04 16:10:00+00:00,15.827757438336175
2025-04-04 16:11:00+00:00,28.92864693206692
2025-04-04 16:12:00+00:00,28.867274156499004
2025-04-04 16:13:00+00:00,28.844997542294603
2025-04-04 16:14:00+00:00,20.093120699314564
2025-04-04 16:15:00+00:00,28.81815537801538
2025-04-04 16:16:00+00:00,19.304286984912604
2025-04-04 16:17:00+00:00,25.456111228490737
2025-04-04 16:18:00+00:00,28.416407583907578
2025-04-04 16:19:00+00:00,28.12726757736758
2025-04-04 16:20:00+00:00,28.094441817781817
2025-04-04 16:21:00+00:00,28.046743437003457
2025-04-04 16:22:00+00:00,24.657936983916294
2025-04-04 16:23:00+00:00,27.909389281049275
2025-04-04 16:24:00+00:00,27.86094945696947
2025-04-04 16:25:00+00:00,28.008459670019672
2025-04-04 16:26:00+00:00,27.786335347280005
2025-04-04 16:27:00+00:00,20.833803309267317
2025-04-04 16:28:00+00:00,27.890281040775413
2025-04-04 16:29:00+00:00,22.192293725561754
2025-04-04 16:30:00+00:00,25.106859897638373
2025-04-04 16:31:00+00:00,24.02497587228058
2025-04-04 16:32:00+00:00,18.864237023100504
2025-04-04 16:33:00+00:00,27.7459762888963
2025-04-04 16:34:00+00:00,21.30458592974176
2025-04-04 16:35:00+00:00,21.287609507148414
2025-04-04 16:36:00+00:00,18.411560787322532
2025-04-04 16:37:00+00:00,21.000219925297007
2025-04-04 16:38:00+00:00,25.87321564266683
2025-04-04 16:39:00+00:00,27.892711397891393
2025-04-04 16:40:00+00:00,27.87708726544727
2025-04-04 16:41:00+00:00,27.837807275347245
2025-04-04 16:42:00+00:00,27.789917497097495
2025-04-04 16:43:00+00:00,27.71556025102025
2025-04-04 16:44:00+00:00,21.068584932729745
2025-04-04 16:45:00+00:00,27.54075695605695
2025-04-04 16:46:00+00:00,16.9192832134566
2025-04-04 16:47:00+00:00,27.524231869931857
2025-04-04 16:48:00+00:00,27.505593557493558
2025-04-04 16:49:00+00:00,16.336177547950655
2025-04-04 16:50:00+00:00,26.30705585478457
2025-04-04 16:51:00+00:00,18.734720532036484
2025-04-04 16:52:00+00:00,18.75752548145484
2025-04-04 16:53:00+00:00,27.404875742555745
2025-04-04 16:54:00+00:00,27.498292528632533
2025-04-04 16:55:00+00:00,27.495916107136107
2025-04-04 16:56:00+00:00,21.94471116706247
2025-04-04 16:57:00+00:00,27.51094650096652
2025-04-04 16:58:00+00:00,27.542451772971763
2025-04-04 16:59:00+00:00,27.53384486336487
2025-04-04 17:00:00+00:00,27.468016851216845
2025-04-04 17:01:00+00:00,27.47202852848851
2025-04-04 17:02:00+00:00,27.39357511187509
2025-04-04 17:03:00+00:00,27.46550266416266
2025-04-04 17:04:00+00:00,27.488079358539355
2025-04-04 17:05:00+00:00,27.483707808647786
2025-04-04 17:06:00+00:00,27.50310653708655
2025-04-04 17:07:00+00:00,20.87992314482558
2025-04-04 17:08:00+00:00,15.925646499893869
2025-04-04 17:09:00+00:00,27.461599809219805
2025-04-04 17:10:00+00:00,27.339738492558475
2025-04-04 17:11:00+00:00,15.994292004683684
2025-04-04 17:12:00+00:00,16.48044576137446
2025-04-04 17:13:00+00:00,16.22997903619986
2025-04-04 17:14:00+00:00,27.23955971727969
2025-04-04 17:15:00+00:00,27.212005275025273
2025-04-04 17:16:00+00:00,27.366235967115955
2025-04-04 17:17:00+00:00,15.86086760388574
2025-04-04 17:18:00+00:00,27.340437902597895
2025-04-04 17:19:00+00:00,27.361015873875875
2025-04-04 17:20:00+00:00,27.465420855880847
2025-04-04 17:21:00+00:00,27.46121966005966
2025-04-04 17:22:00+00:00,27.47001459297459
2025-04-04 17:23:00+00:00,27.519101529101516
2025-04-04 17:24:00+00:00,27.636443879343883
2025-04-04 17:25:00+00:00,27.615073612873623
2025-04-04 17:26:00+00:00,27.680032332672333
2025-04-04 17:27:00+00:00,27.709275522195526
2025-04-04 17:28:00+00:00,27.71406712720713
2025-04-04 17:29:00+00:00,27.703719267879258
2025-04-04 17:30:00+00:00,27.723352258492252
2025-04-04 17:31:00+00:00,27.57954624544625
2025-04-04 17:32:00+00:00,18.512208196656257
2025-04-04 17:33:00+00:00,21.63121007346381
2025-04-04 17:34:00+00:00,27.555563852763832
2025-04-04 17:35:00+00:00,15.935777022889656
2025-04-04 17:36:00+00:00,15.891916314433715
2025-04-04 17:37:00+00:00,27.744824744224747
2025-04-04 17:38:00+00:00,27.712233649733648
2025-04-04 17:39:00+00:00,27.73598231348232
2025-04-04 17:40:00+00:00,27.72926842526842
2025-04-04 17:41:00+00:00,27.76415633017632
2025-04-04 17:42:00+00:00,27.777621312161322
2025-04-04 17:43:00+00:00,27.796377546517572
2025-04-04 17:44:00+00:00,24.286377298182572
2025-04-04 17:45:00+00:00,27.83378025156025
2025-04-04 17:46:00+00:00,27.783991971411968
2025-04-04 17:47:00+00:00,27.64708507492506
2025-04-04 17:48:00+00:00,27.821088691688683
2025-04-04 17:49:00+00:00,27.876913388233383
2025-04-04 17:50:00+00:00,27.908888970888956
2025-04-04 17:51:00+00:00,27.86565432993431
2025-04-04 17:52:00+00:00,27.877484101704102
2025-04-04 17:53:00+00:00,27.876885158825164
2025-04-04 17:54:00+00:00,27.848743617803596
2025-04-04 17:55:00+00:00,27.85485589153587
2025-04-04 17:56:00+00:00,27.841730341450337
2025-04-04 17:57:00+00:00,27.83903241129242
2025-04-04 17:58:00+00:00,27.87620072320071
2025-04-04 17:59:00+00:00,27.962933216953203
2025-04-04 18:00:00+00:00,28.14832932804933
2025-04-04 18:01:00+00:00,28.209847153987145
2025-04-04 18:02:00+00:00,28.25681530393531
2025-04-04 18:03:00+00:00,28.24757021533021
2025-04-04 18:04:00+00:00,28.275676427036437
2025-04-04 18:05:00+00:00,28.205450124550115
2025-04-04 18:06:00+00:00,28.060436575436558
2025-04-04 18:07:00+00:00,28.12200291872292
2025-04-04 18:08:00+00:00,28.161512218752218
2025-04-04 18:09:00+00:00,28.18442691390693
2025-04-04 18:10:00+00:00,28.19552698400697
2025-04-04 18:11:00+00:00,28.21020561790561
2025-04-04 18:12:00+00:00,28.191807818127813
2025-04-04 18:13:00+00:00,28.01813822373822
2025-04-04 18:14:00+00:00,28.202433683913668
2025-04-04 18:15:00+00:00,28.1880119050119
2025-04-04 18:16:00+00:00,27.961518889098873
2025-04-04 18:17:00+00:00,28.050975230955235
2025-04-04 18:18:00+00:00,28.03708418572419
2025-04-04 18:19:00+00:00,27.884775408955406
2025-04-04 18:20:00+00:00,27.894588668668664
2025-04-04 18:21:00+00:00,27.861170186730178
2025-04-04 18:22:00+00:00,27.907482964822943
2025-04-04 18:23:00+00:00,27.905449333329337
2025-04-04 18:24:00+00:00,27.96214446016447
2025-04-04 18:25:00+00:00,27.92969690869638
2025-04-04 18:26:00+00:00,27.8985696593021
2025-04-04 18:27:00+00:00,28.037155270215266
2025-04-04 18:28:00+00:00,27.982055062538006
2025-04-04 18:29:00+00:00,27.29051725846923
2025-04-04 18:30:00+00:00,27.963420168560173
2025-04-04 18:31:00+00:00,27.957439980699977
2025-04-04 18:32:00+00:00,27.917406278066274
2025-04-04 18:33:00+00:00,27.913272779352774
2025-04-04 18:34:00+00:00,27.94781565891565
2025-04-04 18:35:00+00:00,27.91156810014811
2025-04-04 18:36:00+00:00,27.93286623588624
2025-04-04 18:37:00+00:00,27.852936871596853
2025-04-04 18:38:00+00:00,27.886037229317214
2025-04-04 18:39:00+00:00,27.80149294405294
2025-04-04 18:40:00+00:00,15.988062078391128
2025-04-04 18:41:00+00:00,27.854228228968232
2025-04-04 18:42:00+00:00,10.71318874592168
2025-04-04 18:43:00+00:00,27.842967316047325
2025-04-04 18:44:00+00:00,27.862998551838544
2025-04-04 18:45:00+00:00,27.786152617252608
2025-04-04 18:46:00+00:00,27.762290290530277
2025-04-04 18:47:00+00:00,27.71436882308881
2025-04-04 18:48:00+00:00,27.452493436413445
2025-04-04 18:49:00+00:00,27.659469947129942
2025-04-04 18:50:00+00:00,26.330413814373227
2025-04-04 18:51:00+00:00,27.464500359160358
2025-04-04 18:52:00+00:00,27.44792992090993
2025-04-04 18:53:00+00:00,16.250315172893895
2025-04-04 18:54:00+00:00,16.2215713420998
2025-04-04 18:55:00+00:00,16.15054390344518
2025-04-04 18:56:00+00:00,27.59348868598868
2025-04-04 18:57:00+00:00,27.529935581215586
2025-04-04 18:58:00+00:00,27.503187927287932
2025-04-04 18:59:00+00:00,26.753841822236687
2025-04-04 19:00:00+00:00,27.1818189551206
2025-04-04 19:01:00+00:00,27.54796707440706
2025-04-04 19:02:00+00:00,16.572272838747182
2025-04-04 19:03:00+00:00,16.247696275870208
2025-04-04 19:04:00+00:00,8.33228605280779
2025-04-04 19:05:00+00:00,17.45518484730741
2025-04-04 19:06:00+00:00,11.806779632627398
2025-04-04 19:07:00+00:00,20.58152934413526
2025-04-04 19:08:00+00:00,25.265273892263387
2025-04-04 19:09:00+00:00,27.258763054023056
2025-04-04 19:10:00+00:00,17.44843055358153
2025-04-04 19:11:00+00:00,27.197484482684473
2025-04-04 19:12:00+00:00,22.277205502283035
2025-04-04 19:13:00+00:00,22.28557362401481
2025-04-04 19:14:00+00:00,24.30802504349965
2025-04-04 19:15:00+00:00,24.184258528992498
2025-04-04 19:16:00+00:00,27.423725594369017
2025-04-04 19:17:00+00:00,27.454730706150706
2025-04-04 19:18:00+00:00,26.913514251002304
2025-04-04 19:19:00+00:00,27.256585540785537
2025-04-04 19:20:00+00:00,27.209773700713686
2025-04-04 19:21:00+00:00,27.3227152952953
2025-04-04 19:22:00+00:00,27.30319726133727
2025-04-04 19:23:00+00:00,21.23854420962042
2025-04-04 19:24:00+00:00,27.49408222946223
2025-04-04 19:25:00+00:00,27.4164636005636
2025-04-04 19:26:00+00:00,27.34059268417267
2025-04-04 19:27:00+00:00,27.472933951873966
2025-04-04 19:28:00+00:00,27.845321450574563
2025-04-04 19:29:00+00:00,26.589140500810966
2025-04-04 19:30:00+00:00,27.74771208287208
2025-04-04 19:31:00+00:00,27.70245245201245
2025-04-04 19:32:00+00:00,23.156146088848157
2025-04-04 19:33:00+00:00,16.656725785147334
2025-04-04 19:34:00+00:00,28.096852058832074
2025-04-04 19:35:00+00:00,28.109299245839242
2025-04-04 19:36:00+00:00,27.98455984054804
2025-04-04 19:37:00+00:00,28.02921828665829
2025-04-04 19:38:00+00:00,27.904498125458137
2025-04-04 19:39:00+00:00,28.11453833113833
2025-04-04 19:40:00+00:00,27.904670022892347
2025-04-04 19:41:00+00:00,27.979223960083967
2025-04-04 19:42:00+00:00,27.73409812798342
2025-04-04 19:43:00+00:00,27.611650692062714
2025-04-04 19:44:00+00:00,27.93776713408714
2025-04-04 19:45:00+00:00,27.859376189794837
2025-04-04 19:46:00+00:00,28.087860841120833
2025-04-04 19:47:00+00:00,27.954102801980454
2025-04-04 19:48:00+00:00,28.036955667175647
2025-04-04 19:49:00+00:00,25.85350317735655
2025-04-04 19:50:00+00:00,27.947370636450625
2025-04-04 19:51:00+00:00,28.009266005065992
2025-04-04 19:52:00+00:00,28.034576312936313
2025-04-04 19:53:00+00:00,28.053834650834656
2025-04-04 19:54:00+00:00,28.037349978009978
2025-04-04 19:55:00+00:00,28.020428006930626
2025-04-04 19:56:00+00:00,28.080843619223593
2025-04-04 19:57:00+00:00,27.981269862389862
2025-04-04 19:58:00+00:00,28.02284715056714
2025-04-04 19:59:00+00:00,27.99000055720055
